pageid,name,coords,region,quality_score,rating_raw,rating_clean,time_lowhours,time_highhours,distance_mi,num_rappels,longest_raw,longest_rappel_ft,best_season_raw,season_spring,season_summer,season_fall,season_winter,best_season_notes,shuttle_raw,shuttle_minutes,vehicle_raw,vehicle_required
82494,Redacted,"38° 59' 11.40"" N, 110° 24' 40.32"" W",Northern Swell,1.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
82495,Stones Throw,"39° 0' 46.44"" N, 110° 24' 33.48"" W",Northern Swell,1.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
82500,Box of Chocolates,"38° 53' 56.04"" N, 110° 27' 30.60"" W",Eastern Reef,0.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
1024,Corral Canyon,"38° 30' 32.76"" N, 111° 5' 43.44"" W",Southern Swell,0.0,,,,,,,,,,,,,,,,,,False
82499,Farnsworth â€“ East Fork,"38° 41' 45.96"" N, 110° 37' 35.40"" W",Eastern Reef,0.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
82498,Farnsworth â€“ Hidden Bridge,"38° 41' 44.52"" N, 110° 37' 41.52"" W",Eastern Reef,0.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
82497,Flameout,"38° 44' 49.20"" N, 110° 30' 21.60"" W",Eastern Reef,0.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
82491,Hidden Skylight,"39° 3' 38.88"" N, 110° 26' 26.88"" W",Northern Swell,0.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
1034,Horse Heaven Canyon,"38° 30' 32.76"" N, 111° 3' 43.92"" W",Southern Swell,0.0,,,,,,,,,,,,,,,,,,False
82496,Iron Bridge,"38° 44' 37.68"" N, 110° 30' 33.48"" W",Eastern Reef,0.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
82489,Joy Wave North Fork,"39° 4' 19.20"" N, 110° 26' 52.44"" W",Northern Swell,0.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
82502,R3,"38° 53' 25.44"" N, 110° 27' 18.00"" W",Eastern Reef,0.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
88142,Reid Nielson Draw,"38° 50' 4.92"" N, 110° 39' 22.32"" W",Central Swell,0.0,2A (<i>v1a1</i>),2A,,,,,0 ft,0,,,,,,,,,,False
82493,Sesame Street,"38° 59' 47.40"" N, 110° 24' 37.44"" W",Northern Swell,0.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
82504,Slab me Silly,"38° 52' 50.16"" N, 110° 27' 32.76"" W",Eastern Reef,0.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
